2025-10-26 14:19:32,515 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 14:37:16,130 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:37:16,131 | INFO | rag_app | Rebuilding index from data/: data
2025-10-26 14:37:17,485 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:37:17,498 | INFO | rag_app | Rebuilding index from data/: data
2025-10-26 14:37:22,230 | INFO | rag_app | Loaded 9 documents from data
2025-10-26 14:37:22,233 | INFO | rag_app | Chunked into 873 chunks (size=800 overlap=200)
2025-10-26 14:37:23,259 | INFO | rag_app | Loaded 9 documents from data
2025-10-26 14:37:23,262 | INFO | rag_app | Chunked into 873 chunks (size=800 overlap=200)
2025-10-26 14:37:33,719 | INFO | rag_app | VectorStore built and persisted successfully.
2025-10-26 14:38:19,031 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 14:38:19,032 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:38:19,032 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:38:19,032 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:38:23,256 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:38:23,257 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:38:23,257 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:38:23,263 | INFO | rag_app | Uploaded 1 new files: ['2508.10104v1.pdf']
2025-10-26 14:38:23,265 | INFO | rag_app | Rebuilding index from data/: data
2025-10-26 14:38:26,398 | INFO | rag_app | Loaded 9 documents from data
2025-10-26 14:38:26,400 | INFO | rag_app | Chunked into 873 chunks (size=800 overlap=200)
2025-10-26 14:38:43,591 | INFO | rag_app | VectorStore built and persisted successfully.
2025-10-26 14:38:59,891 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:38:59,893 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:38:59,893 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:38:59,927 | INFO | rag_app | Uploaded 1 new files: ['2508.10104v1.pdf']
2025-10-26 14:38:59,929 | INFO | rag_app | Rebuilding index from data/: data
2025-10-26 14:39:03,062 | INFO | rag_app | Loaded 9 documents from data
2025-10-26 14:39:03,065 | INFO | rag_app | Chunked into 873 chunks (size=800 overlap=200)
2025-10-26 14:39:20,141 | INFO | rag_app | VectorStore built and persisted successfully.
2025-10-26 14:39:25,802 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:39:25,803 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:39:25,803 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:39:25,815 | INFO | rag_app | Uploaded 1 new files: ['2508.10104v1.pdf']
2025-10-26 14:39:25,817 | INFO | rag_app | Rebuilding index from data/: data
2025-10-26 14:39:29,063 | INFO | rag_app | Loaded 9 documents from data
2025-10-26 14:39:29,065 | INFO | rag_app | Chunked into 873 chunks (size=800 overlap=200)
2025-10-26 14:39:45,614 | INFO | rag_app | VectorStore built and persisted successfully.
2025-10-26 14:39:45,621 | INFO | rag_app | UI question: 'what is rleg' (use_llm=True)
2025-10-26 14:39:45,622 | INFO | rag_app | ask() called. question='what is rleg' top_k=12 use_llm=True
2025-10-26 14:39:45,623 | DEBUG | rag_app | Topic flags: want_rleg=True want_dino=False
2025-10-26 14:39:45,946 | DEBUG | rag_app | generic retrieval returned 12 hits
2025-10-26 14:39:45,953 | DEBUG | rag_app | RLEG retrieval returned 12 hits
2025-10-26 14:39:45,953 | DEBUG | rag_app | Deduped hits: 24 -> 12
2025-10-26 14:39:54,043 | INFO | rag_app | Generated answer length=290 chars
2025-10-26 14:39:54,055 | INFO | rag_app | UI answer len=290 chars
2025-10-26 14:42:39,551 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 14:42:39,552 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:42:39,552 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:42:39,552 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:42:45,949 | INFO | rag_app | Uploaded 3 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 14:42:45,954 | INFO | rag_app | Incremental add for 3 new file(s): ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf']
2025-10-26 14:42:47,605 | INFO | rag_app | Loaded 3 docs from new_paths
2025-10-26 14:42:47,607 | INFO | rag_app | New docs chunked into 626 chunks (size=800 overlap=200)
2025-10-26 14:46:15,532 | DEBUG | rag_app | Logger initialized. APP_LOG_PATH=logs/app.log ERR_LOG_PATH=logs/error.log
2025-10-26 14:46:15,533 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:46:15,533 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:46:15,533 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:46:20,550 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:46:20,551 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:46:20,553 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:46:20,656 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:46:20,661 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:46:24,220 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:46:24,222 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:46:41,147 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:46:47,371 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:46:47,373 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:46:47,373 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:46:47,484 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:46:47,485 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:46:50,853 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:46:50,855 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:47:07,407 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:47:16,533 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:47:16,533 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:47:16,534 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:47:16,636 | INFO | rag_app | Uploaded 4 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf']
2025-10-26 14:47:16,637 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:47:20,419 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:47:20,421 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:47:36,637 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:47:36,650 | INFO | rag_app | UI question: 'what is aeon' (use_llm=True)
2025-10-26 14:47:36,653 | INFO | rag_app | ask() question='what is aeon' top_k=12 use_llm=True
2025-10-26 14:47:36,653 | DEBUG | rag_app | topic flags: want_rleg=False want_dino=False
2025-10-26 14:47:36,938 | DEBUG | rag_app | generic retrieval -> 12 hits
2025-10-26 14:47:36,938 | DEBUG | rag_app | dedup hits: 12 -> 12
2025-10-26 14:47:41,459 | INFO | rag_app | answer generated, 286 chars
2025-10-26 14:47:41,471 | INFO | rag_app | UI answer len=286 chars
2025-10-26 14:48:08,655 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:48:08,657 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:48:08,658 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:48:08,766 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'Job description - 6 months internship (technology Hiring) (2).docx']
2025-10-26 14:48:08,768 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:48:12,202 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:48:12,204 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:48:28,781 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:48:40,285 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:48:40,286 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:48:40,286 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:48:40,382 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'Job description - 6 months internship (technology Hiring) (2).docx']
2025-10-26 14:48:40,383 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:48:43,914 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:48:43,918 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:49:00,151 | INFO | rag_app | Full rebuild complete.
2025-10-26 14:49:08,876 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:49:08,878 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:49:08,878 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:49:09,024 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'Job description - 6 months internship (technology Hiring) (2).docx']
2025-10-26 14:49:09,026 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:49:09,109 | DEBUG | rag_app | Initializing RAGPipeline with settings: {'data_dir': PosixPath('data'), 'sqlite_path': PosixPath('storage/chunks.db'), 'faiss_index_path': PosixPath('storage/index.faiss'), 'id_map_path': PosixPath('storage/chunk_ids.npy'), 'embedding_model_name': 'sentence-transformers/all-MiniLM-L6-v2', 'chunk_size': 800, 'chunk_overlap': 200, 'default_top_k': 12}
2025-10-26 14:49:09,109 | DEBUG | rag_app | Embedder initialized with model: sentence-transformers/all-MiniLM-L6-v2
2025-10-26 14:49:09,115 | DEBUG | rag_app | VectorStore initialized. sqlite=storage/chunks.db faiss=storage/index.faiss idmap=storage/chunk_ids.npy
2025-10-26 14:49:09,247 | INFO | rag_app | Uploaded 5 new files: ['2112.01527v3.pdf', '2503.19108v1 (1).pdf', '2508.10104v1.pdf', 'Aeon Sponsorship Brochure (2).pdf', 'Job description - 6 months internship (technology Hiring) (2).docx']
2025-10-26 14:49:09,247 | INFO | rag_app | Full rebuild requested. Scanning entire data dir: data
2025-10-26 14:49:16,237 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:49:16,262 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
2025-10-26 14:49:16,437 | INFO | rag_app | Loaded 9 docs for full rebuild
2025-10-26 14:49:16,440 | INFO | rag_app | Full rebuild produced 873 chunks (size=800 overlap=200)
